Date,N1,N2,N3,N4,N5,E1,E2
2020-06-19,7,24,35,45,49,11,12
2020-06-23,8,29,32,38,50,1,2
2020-06-26,5,7,18,25,45,3,6
2020-06-30,8,16,18,26,40,2,5
2020-07-03,7,12,17,34,46,4,6
2020-07-07,7,23,33,35,41,5,8
2020-07-10,25,30,32,43,49,4,12
2020-07-14,11,12,15,20,43,4,10
2020-07-17,9,15,20,44,49,1,2
2020-07-21,2,17,34,40,45,7,8
2020-07-24,9,15,21,45,46,3,10
2020-07-28,6,19,29,46,48,5,9
2020-07-31,10,14,17,45,49,11,12
2020-08-04,2,25,36,42,47,6,8
2020-08-07,7,8,29,34,35,5,9
2020-08-11,22,25,32,41,48,3,8
2020-08-14,5,10,15,34,45,8,10
2020-08-18,4,6,14,18,48,8,11
2020-08-21,3,6,26,46,50,6,7
2020-08-25,18,29,30,45,50,2,6
2020-08-28,1,24,27,29,33,11,12
2020-09-01,22,31,39,49,50,3,11
2020-09-04,2,23,33,44,45,7,9
2020-09-08,29,45,46,47,48,9,11
2020-09-11,4,13,31,35,46,7,12
2020-09-15,23,35,39,47,49,9,11
2020-09-18,1,4,5,20,33,8,12
2020-09-22,21,27,30,41,46,1,2
2020-09-25,16,21,23,34,46,4,5
2020-09-29,3,13,18,23,36,1,6
2020-10-02,9,40,41,42,49,10,11
2020-10-06,8,15,18,20,46,7,8
2020-10-09,6,21,22,35,46,6,7
2020-10-13,6,12,28,33,47,5,9
2020-10-16,6,23,39,40,45,4,9
2020-10-20,17,33,35,42,47,3,4
2020-10-23,8,18,20,24,26,6,7
2020-10-27,6,24,30,42,50,5,6
2020-10-30,18,22,30,46,47,1,8
2020-11-03,3,12,33,45,49,2,8
2020-11-06,1,4,8,12,21,3,5
2020-11-10,7,10,11,27,36,6,11
2020-11-13,7,10,13,25,45,2,11
2020-11-17,11,13,20,30,34,4,10
2020-11-20,11,16,17,29,36,8,9
2020-11-24,14,33,35,46,47,1,7
2020-11-27,2,8,19,20,24,10,12
2020-12-01,20,23,26,40,50,2,10
2020-12-04,2,5,17,21,36,2,6
2020-12-08,11,15,22,25,39,9,12
2020-12-11,17,21,33,45,48,8,10
2020-12-15,3,34,40,44,50,4,5
2020-12-18,3,9,20,33,50,6,12
2020-12-22,5,8,21,32,49,7,8
2020-12-25,2,31,35,43,45,4,7
2020-12-29,1,9,11,33,46,7,10
2021-01-01,4,14,20,29,39,5,9
2021-01-05,20,22,32,44,47,2,3
2021-01-08,2,3,41,46,47,8,10
2021-01-12,2,5,16,34,35,2,9
2021-01-15,19,27,29,32,34,8,12
2021-01-19,6,10,20,36,43,7,12
2021-01-22,9,11,14,36,41,5,9
2021-01-26,2,9,22,27,42,6,10
2021-01-29,4,7,40,45,49,1,8
2021-02-02,1,22,32,34,35,5,12
2021-02-05,10,20,21,45,47,7,11
2021-02-09,7,9,11,14,38,1,4
2021-02-12,1,3,32,37,46,1,8
2021-02-16,6,20,21,40,48,4,12
2021-02-19,10,31,36,38,47,2,6
2021-02-23,6,26,32,33,36,2,11
2021-02-26,2,9,27,32,41,5,8
2021-03-02,2,6,29,33,49,5,10
2021-03-05,3,14,17,27,45,4,12
2021-03-09,4,8,24,30,32,2,4
2021-03-12,10,17,26,37,40,5,9
2021-03-16,10,16,23,29,49,1,6
2021-03-19,11,16,34,45,50,2,10
2021-03-23,10,15,22,42,44,7,11
2021-03-26,32,36,38,45,46,1,4
2021-03-30,22,35,39,47,48,3,8
2021-04-02,14,31,37,44,47,6,9
2021-04-06,30,33,36,41,46,2,9
2021-04-09,2,13,27,34,35,6,9
2021-04-13,1,18,20,36,40,1,5
2021-04-16,1,12,13,30,41,4,8
2021-04-20,15,34,40,46,50,1,2
2021-04-23,3,21,30,46,50,10,12
2021-04-27,2,3,9,16,28,1,5
2021-04-30,10,21,28,32,39,6,11
2021-05-04,6,26,38,46,50,5,11
2021-05-07,8,10,11,27,49,1,5
2021-05-11,16,17,27,39,50,3,10
2021-05-14,5,13,25,39,49,2,4
2021-05-18,13,14,20,21,44,10,12
2021-05-21,2,6,12,39,44,2,4
2021-05-25,8,20,29,40,42,5,8
2021-05-28,10,17,37,47,48,1,12
2021-06-01,4,7,12,29,43,2,11
2021-06-04,8,16,23,33,45,2,11
2021-06-08,11,25,32,44,49,6,7
2021-06-11,18,27,40,41,43,7,8
2021-06-15,5,12,39,41,49,2,6
2021-06-18,2,33,47,48,49,7,10
2021-06-22,13,15,29,42,47,3,8
2021-06-25,11,16,18,19,22,7,10
2021-06-29,3,10,30,32,48,1,2
2021-07-02,19,36,39,45,49,10,11
2021-07-06,9,26,36,37,45,2,12
2021-07-09,3,8,20,31,41,1,6
2021-07-13,1,13,24,31,38,1,7
2021-07-16,4,10,17,36,39,9,12
2021-07-20,22,29,30,40,46,2,11
2021-07-23,4,14,21,27,38,1,10
2021-07-27,4,14,15,17,26,2,10
2021-07-30,2,23,25,32,39,5,10
2021-08-03,18,37,41,44,46,4,9
2021-08-06,1,8,24,42,46,3,12
2021-08-10,17,18,20,22,29,5,7
2021-08-13,16,20,39,40,45,7,9
2021-08-17,9,21,23,24,48,1,11
2021-08-20,3,4,33,37,47,1,11
2021-08-24,1,2,24,46,50,3,4
2021-08-27,25,30,37,43,50,5,10
2021-08-31,16,19,21,42,45,4,12
2021-09-03,25,27,29,37,45,4,7
2021-09-07,7,25,28,30,38,1,4
2021-09-10,1,6,34,42,44,2,12
2021-09-14,5,16,24,25,50,7,11
2021-09-17,3,7,15,36,43,4,8
2021-09-21,21,24,32,44,48,10,11
2021-09-24,6,7,9,17,38,1,4
2021-09-28,2,10,20,28,46,1,7
2021-10-01,6,8,29,40,46,9,11
2021-10-05,9,15,30,31,44,5,10
2021-10-08,7,15,38,45,47,7,12
2021-10-12,10,16,30,32,49,3,11
2021-10-15,4,22,38,43,45,3,8
2021-10-19,4,17,24,28,33,1,9
2021-10-22,2,12,21,30,50,6,7
2021-10-26,3,24,41,46,50,5,10
2021-10-29,9,15,22,24,26,2,9
2021-11-02,3,16,40,41,45,8,10
2021-11-05,12,16,25,33,48,5,9
2021-11-09,5,6,20,32,40,3,12
2021-11-12,11,15,23,26,27,1,5
2021-11-16,10,16,17,32,39,4,11
2021-11-19,2,20,36,38,40,1,8
2021-11-23,7,14,16,24,25,6,8
2021-11-26,4,14,17,26,40,6,10
2021-11-30,7,17,21,44,49,2,5
2021-12-03,7,30,31,39,43,3,6
2021-12-07,11,14,29,38,50,7,12
2021-12-10,2,9,22,40,47,3,8
2021-12-14,5,29,32,37,39,2,7
2021-12-17,25,31,34,44,47,7,10
2021-12-21,9,16,17,21,42,3,9
2021-12-24,37,38,42,45,48,8,10
2021-12-28,14,23,27,39,40,4,8
2021-12-31,2,7,16,48,50,4,11
2022-01-04,2,27,40,41,50,2,12
2022-01-07,13,21,25,30,46,7,8
2022-01-11,13,19,42,43,45,6,7
2022-01-14,4,22,25,29,46,6,10
2022-01-18,15,19,21,26,32,6,12
2022-01-21,3,6,13,20,38,3,7
2022-01-25,4,15,20,42,49,7,9
2022-01-28,2,15,22,23,29,6,8
2022-02-01,16,22,25,45,46,5,11
2022-02-04,4,18,20,40,43,5,12
2022-02-08,8,19,20,39,47,3,9
2022-02-11,1,7,11,21,42,4,10
2022-02-15,19,21,22,29,32,7,11
2022-02-18,6,13,25,39,45,1,10
2022-02-22,10,24,27,31,33,5,11
2022-02-25,12,20,27,37,46,5,7
2022-03-01,21,27,29,31,37,10,12
2022-03-04,9,20,33,35,46,7,11
2022-03-08,10,13,17,18,30,4,6
2022-03-11,2,5,22,25,37,7,12
2022-03-15,33,36,38,41,50,1,8
2022-03-18,23,31,33,38,48,3,9
2022-03-22,1,15,19,27,33,7,10
2022-03-25,17,21,27,39,46,2,9
2022-03-29,7,16,38,47,48,4,11
2022-04-01,10,13,37,44,47,8,9
2022-04-05,9,18,23,45,46,6,9
2022-04-08,12,17,23,29,41,8,10
2022-04-12,18,24,34,40,49,4,6
2022-04-15,3,4,14,27,34,1,4
2022-04-19,5,21,23,30,37,5,7
2022-04-22,20,22,26,33,50,2,9
2022-04-26,9,10,30,38,42,2,3
2022-04-29,9,18,19,37,50,2,8
2022-05-03,3,16,24,35,42,8,9
2022-05-06,9,10,13,17,26,7,9
2022-05-10,15,18,32,39,40,4,5
2022-05-13,7,23,38,40,46,5,10
2022-05-17,8,13,16,40,41,2,8
2022-05-20,1,10,25,39,42,8,10
2022-05-24,10,24,37,42,50,1,12
2022-05-27,2,3,12,44,47,6,11
2022-05-31,7,20,26,36,46,4,10
2022-06-03,4,20,31,44,48,6,7
2022-06-07,26,30,34,38,50,2,10
2022-06-10,24,31,34,37,42,5,11
2022-06-14,18,20,30,32,48,4,5
2022-06-17,24,35,36,40,43,4,5
2022-06-21,24,29,30,33,39,7,11
2022-06-24,14,29,30,42,47,1,12
2022-06-28,8,33,37,40,47,1,12
2022-07-01,7,10,13,21,24,1,3
2022-07-05,7,19,26,33,34,1,2
2022-07-08,6,12,26,31,42,1,3
2022-07-12,4,19,26,30,32,2,9
2022-07-15,2,5,18,44,50,4,9
2022-07-19,9,24,25,31,48,5,8
2022-07-22,2,17,24,31,46,6,12
2022-07-26,3,10,19,32,40,3,11
2022-07-29,10,24,28,29,45,2,8
2022-08-02,26,27,32,34,47,5,8
2022-08-05,9,23,37,43,50,7,12
2022-08-09,21,29,37,42,43,2,12
2022-08-12,9,16,19,35,48,3,12
2022-08-16,7,26,42,43,45,2,5
2022-08-19,15,20,31,36,48,6,10
2022-08-23,8,10,20,28,49,3,12
2022-08-26,3,7,21,28,48,7,10
2022-08-30,1,13,21,38,43,5,8
2022-09-02,7,11,28,38,39,6,11
2022-09-06,9,16,17,19,45,6,9
2022-09-09,1,18,25,26,33,8,9
2022-09-13,3,15,19,32,33,4,7
2022-09-16,19,29,35,37,45,4,5
2022-09-20,16,18,20,23,31,7,12
2022-09-23,5,19,25,35,44,6,7
2022-09-27,3,9,22,25,41,8,10
2022-09-30,4,25,28,39,40,3,4
2022-10-04,16,19,30,39,45,8,11
2022-10-07,12,14,39,42,48,2,7
2022-10-11,2,5,19,21,27,3,5
2022-10-14,14,16,20,22,50,3,10
2022-10-18,2,9,22,43,44,3,11
2022-10-21,7,15,17,38,45,3,4
2022-10-25,3,14,20,39,50,1,11
2022-10-28,2,8,11,27,47,3,10
2022-11-01,10,27,30,36,39,6,9
2022-11-04,7,11,12,33,34,6,7
2022-11-08,8,30,40,43,46,7,10
2022-11-11,14,20,31,33,45,3,10
2022-11-15,6,20,40,44,46,4,8
2022-11-18,1,4,6,11,14,3,5
2022-11-22,12,20,23,32,41,4,6
2022-11-25,9,20,24,37,50,4,12
2022-11-29,6,32,39,47,49,7,8
2022-12-02,9,11,30,39,45,1,5
2022-12-06,12,15,27,42,43,2,9
2022-12-09,1,18,24,36,44,2,7
2022-12-13,4,9,21,41,48,4,6
2022-12-16,14,21,28,35,48,6,9
2022-12-20,3,11,22,28,41,1,4
2022-12-23,1,4,26,31,37,2,12
2022-12-27,12,19,21,33,34,7,12
2022-12-30,12,14,20,25,41,10,11
2023-01-03,4,9,32,47,48,6,9
2023-01-06,2,16,20,27,28,2,12
2023-01-10,5,7,15,19,36,3,9
2023-01-13,2,10,16,43,49,4,7
2023-01-17,19,24,30,35,41,11,12
2023-01-20,3,17,24,46,47,4,11
2023-01-24,4,5,17,22,48,6,7
2023-01-27,7,13,19,46,48,1,7
2023-01-31,19,29,32,34,48,7,10
2023-02-03,19,39,41,44,49,1,6
2023-02-07,1,6,22,23,35,3,8
2023-02-10,1,19,35,40,47,9,12
2023-02-14,1,15,26,49,50,1,5
2023-02-17,17,30,32,33,50,3,9
2023-02-21,6,15,22,23,46,5,11
2023-02-24,3,11,29,36,40,4,7
2023-02-28,3,10,26,40,43,1,3
2023-03-03,1,9,29,42,45,5,6
2023-03-07,19,30,34,45,48,3,12
2023-03-10,2,5,18,20,40,1,5
2023-03-14,3,9,20,42,45,8,11
2023-03-17,2,18,26,45,48,6,9
2023-03-21,3,16,24,31,41,2,9
2023-03-24,11,20,22,32,49,1,8
2023-03-28,10,28,29,37,43,4,5
2023-03-31,2,12,17,27,38,4,5
2023-04-04,12,20,30,35,46,4,8
2023-04-07,3,12,14,37,41,4,11
2023-04-11,13,21,38,39,42,2,10
2023-04-14,14,15,34,40,42,8,10
2023-04-18,25,35,37,42,47,2,9
2023-04-21,9,11,28,32,35,6,8
2023-04-25,13,30,34,38,49,2,10
2023-04-28,1,5,11,14,41,6,7
2023-05-02,5,30,32,38,50,2,7
2023-05-05,22,32,35,44,45,1,11
2023-05-09,9,21,22,34,43,2,8
2023-05-12,2,3,11,25,27,2,3
2023-05-16,5,25,31,39,47,5,8
2023-05-19,5,16,21,29,32,1,10
2023-05-23,8,15,46,47,48,7,10
2023-05-26,1,20,26,38,42,7,12
2023-05-30,12,14,20,38,39,3,11
2023-06-02,2,7,17,31,49,3,11
2023-06-06,13,16,34,45,47,4,12
2023-06-09,13,18,29,30,49,4,11
2023-06-13,6,11,13,21,26,6,10
2023-06-16,4,8,11,22,37,1,5
2023-06-20,4,7,9,10,11,4,7
2023-06-23,13,26,30,34,36,9,11
2023-06-27,2,6,22,34,37,5,6
2023-06-30,4,8,28,34,44,6,7
2023-07-04,11,14,34,37,40,6,7
2023-07-07,5,18,32,44,50,8,12
2023-07-11,1,2,7,16,45,1,7
2023-07-14,28,31,32,36,38,4,8
2023-07-18,2,4,9,36,47,1,6
2023-07-21,10,12,20,25,49,8,12
2023-07-25,4,15,34,43,46,2,11
2023-07-28,1,3,13,43,50,2,10
2023-08-01,13,14,25,28,44,4,8
2023-08-04,9,24,25,42,49,3,10
2023-08-08,3,23,31,46,48,5,7
2023-08-11,9,13,16,19,46,6,7
2023-08-15,5,9,15,31,48,4,7
2023-08-18,9,15,20,32,46,3,10
2023-08-22,18,27,36,40,43,9,10
2023-08-25,12,23,24,29,44,1,12
2023-08-29,15,17,20,39,50,6,8
2023-09-01,8,14,34,36,47,2,11
2023-09-05,7,13,14,30,40,10,11
2023-09-08,16,18,19,20,24,6,7
2023-09-12,11,31,38,42,43,3,8
2023-09-15,2,6,10,49,50,1,4
2023-09-19,1,13,28,29,35,1,12
2023-09-22,19,23,27,36,46,1,2
2023-09-26,1,6,9,13,45,1,2
2023-09-29,19,32,33,34,49,5,11
2023-10-03,10,22,29,31,46,2,10
2023-10-06,12,21,22,40,50,6,9
2023-10-10,3,9,13,19,35,6,9
2023-10-13,3,5,23,34,40,8,10
2023-10-17,3,22,28,40,49,4,7
2023-10-20,1,6,7,35,40,5,6
2023-10-24,5,9,34,39,42,1,5
2023-10-27,1,8,18,34,42,1,4
2023-10-31,12,30,43,44,45,2,3
2023-11-03,4,19,21,45,46,2,3
2023-11-07,20,23,35,39,49,11,12
2023-11-10,9,18,24,34,40,1,11
2023-11-14,3,4,18,45,46,9,11
2023-11-17,8,23,33,39,46,3,7
2023-11-21,1,19,22,48,50,9,10
2023-11-24,5,7,35,40,41,4,9
2023-11-28,5,16,23,24,31,7,11
2023-12-01,25,26,35,39,44,3,12
2023-12-05,3,9,10,18,29,3,12
2023-12-08,9,31,40,46,47,1,2
2023-12-12,14,21,29,36,43,1,4
2023-12-15,16,18,23,43,47,7,9
2023-12-19,1,18,45,47,49,3,12
2023-12-22,10,11,34,37,40,3,10
2023-12-26,14,17,22,38,43,5,6
2023-12-29,19,21,42,44,47,7,12
2024-01-02,15,19,23,33,46,1,2
2024-01-05,19,20,25,40,48,5,7
2024-01-09,20,27,32,44,50,1,12
2024-01-12,1,15,29,32,37,6,7
2024-01-16,3,28,33,42,43,6,9
2024-01-19,20,23,28,34,44,5,9
2024-01-23,1,18,31,43,48,1,8
2024-01-26,7,16,19,35,36,5,6
2024-01-30,1,7,42,43,44,2,5
2024-02-02,11,22,26,28,31,6,10
2024-02-06,5,14,16,26,39,3,6
2024-02-09,8,16,35,36,42,5,6
2024-02-13,10,27,33,38,49,6,10
2024-02-16,2,8,16,17,42,1,7
2024-02-20,16,30,32,34,48,2,10
2024-02-23,3,9,12,14,37,4,11
2024-02-27,13,14,32,33,49,4,10
2024-03-01,6,31,32,36,37,7,9
2024-03-05,7,9,15,29,43,1,3
2024-03-08,1,15,17,18,37,5,12
2024-03-12,15,23,28,29,38,4,9
2024-03-15,14,36,38,39,47,6,9
2024-03-19,4,10,17,19,21,4,8
2024-03-22,4,16,36,38,39,2,12
2024-03-26,3,13,23,25,43,3,12
2024-03-29,8,10,16,21,47,11,12
2024-04-02,2,27,46,49,50,4,12
2024-04-05,1,14,16,21,39,1,5
2024-04-09,5,7,25,45,46,4,5
2024-04-12,4,6,19,34,49,1,8
2024-04-16,6,13,14,28,37,3,10
2024-04-19,4,8,22,38,44,4,7
2024-04-23,10,12,37,38,43,8,9
2024-04-26,9,10,13,27,49,7,10
2024-04-30,1,16,37,42,45,6,8
2024-05-03,3,13,22,38,40,6,12
2024-05-07,7,15,20,39,50,3,11
2024-05-10,13,15,19,27,28,2,7
2024-05-14,9,21,23,30,45,5,12
2024-05-17,5,13,16,28,34,3,12
2024-05-21,6,12,18,28,43,4,12
2024-05-24,1,8,20,25,48,2,6
2024-05-28,10,12,35,37,50,5,8
2024-05-31,11,17,31,33,45,5,11
2024-06-04,5,10,11,17,50,1,9
2024-06-07,34,36,39,44,45,2,7
2024-06-11,5,13,14,23,34,2,7
2024-06-14,8,15,22,32,41,2,5
2024-06-18,3,6,18,20,46,4,7
2024-06-21,19,38,39,44,48,10,12
2024-06-25,6,7,23,24,35,4,8
2024-06-28,10,12,22,31,34,3,12
2024-07-02,1,13,29,36,48,5,8
2024-07-05,18,30,32,39,48,6,12
2024-07-09,2,18,24,30,39,4,6
2024-07-12,17,18,19,27,48,3,8
2024-07-16,1,12,22,32,40,1,10
2024-07-19,11,20,30,40,42,3,6
2024-07-23,1,3,16,21,28,6,9
2024-07-26,23,27,32,35,39,2,3
2024-07-30,1,6,12,14,43,4,9
2024-08-02,1,17,29,33,44,2,5
2024-08-06,8,34,35,37,46,3,8
2024-08-09,7,19,22,48,50,5,8
2024-08-13,10,27,42,46,48,4,11
2024-08-16,36,38,42,43,44,3,9
2024-08-20,2,16,32,36,41,8,9
2024-08-23,10,20,31,40,43,2,7
2024-08-27,1,9,17,43,46,8,12
2024-08-30,3,5,15,37,48,1,8
2024-09-03,2,7,11,46,48,8,11
2024-09-06,9,11,17,25,33,6,10
2024-09-10,12,30,35,43,46,3,11
2024-09-13,19,21,24,45,47,7,11
2024-09-17,10,23,24,48,49,5,7
2024-09-20,7,8,15,25,37,8,9
2024-09-24,6,9,17,38,41,1,12
2024-09-27,21,24,34,39,41,7,12
2024-10-01,1,17,35,39,47,4,6
2024-10-04,1,6,7,16,20,5,6
2024-10-08,3,14,34,35,39,3,12
2024-10-11,16,25,33,41,46,1,10
2024-10-15,3,12,22,25,45,2,7
2024-10-18,3,17,18,26,45,6,11
2024-10-22,16,28,39,41,49,11,12
2024-10-25,6,12,17,18,33,2,10
2024-10-29,2,17,24,25,38,1,11
2024-11-01,2,13,16,24,47,3,7
2024-11-05,5,21,30,32,40,1,9
2024-11-08,11,22,38,45,47,5,7
2024-11-12,33,36,41,47,49,4,9
2024-11-15,6,32,33,38,43,4,5
2024-11-19,13,24,42,44,47,2,8
2024-11-22,3,8,15,16,36,2,10
2024-11-26,1,17,29,41,42,6,12
2024-11-29,3,40,44,47,49,11,12
2024-12-03,10,11,37,43,47,3,7
2024-12-06,4,10,24,38,44,9,12
2024-12-10,27,31,42,48,49,9,12
2024-12-13,7,10,30,37,47,6,12
2024-12-17,2,17,23,28,40,10,11
2024-12-20,15,27,29,43,50,4,8
2024-12-24,9,13,15,23,25,5,6
2024-12-27,5,15,29,37,38,1,11
2024-12-31,10,11,16,45,48,6,12
2025-01-03,1,18,23,40,46,4,9
2025-01-07,3,8,10,22,40,2,8
2025-01-10,2,12,13,39,43,3,12
2025-01-14,8,20,23,28,49,1,8
2025-01-17,12,40,41,44,47,2,7
2025-01-21,5,9,10,26,35,3,8
2025-01-24,14,26,28,35,38,3,7
2025-01-28,15,20,22,23,40,2,6
2025-01-31,8,20,39,47,48,2,8
2025-02-04,29,30,35,37,40,4,8
2025-02-07,22,33,42,44,47,2,8
2025-02-11,4,10,42,44,50,2,8
2025-02-14,3,12,15,29,49,2,11
2025-02-18,4,8,12,13,26,1,12
2025-02-21,14,16,19,28,50,2,8
2025-02-25,13,19,27,38,50,1,2
2025-02-28,3,13,14,18,28,8,10
2025-03-04,12,20,26,32,46,2,6
2025-03-07,7,25,27,32,40,3,9
2025-03-11,7,11,17,28,31,6,11
2025-03-14,6,19,28,34,41,5,10
2025-03-18,13,15,19,20,21,4,5
2025-03-21,2,21,30,32,41,1,12
2025-03-25,8,21,22,34,45,3,8
2025-03-28,18,27,29,31,37,7,9
2025-04-01,16,26,29,30,33,9,12
2025-04-04,8,21,25,26,44,9,11
2025-04-08,6,21,23,45,46,11,12
2025-04-11,3,21,28,30,44,7,10
2025-04-15,20,24,29,41,48,1,12
2025-04-18,4,18,39,41,45,6,9
2025-04-22,7,40,41,43,45,9,12
2025-04-25,20,28,37,46,49,5,9
2025-04-29,5,7,17,30,41,2,7
2025-05-02,7,20,21,23,31,6,11
2025-05-06,1,3,4,12,40,4,9
2025-05-09,7,14,18,29,46,5,12
2025-05-13,7,14,26,37,44,4,8
2025-05-16,1,26,31,33,47,1,11
2025-05-20,23,30,32,44,45,6,7
2025-05-23,13,14,24,28,47,4,11
2025-05-27,10,15,30,32,43,6,10
2025-05-30,4,24,29,30,48,2,11
2025-06-03,4,32,44,48,50,2,12
2025-06-06,3,18,37,42,50,9,11
